SITE,YEAR,TRANSECT,INTERCEPT,DBcm,SPP,INTcm,LENGTHcm,WIDTHcm,HEIGHTcm,STEMS,FLOWERS,KBBeggs,KBBlarva,NOTES,Area,
CZ3A,2001,17,17-18,13.75,LUPE,50,57,54,34/43,32,28,,,,9670,
CZ3A,2001,17,17-19,14.8,LUPE,35,51,50,30/44,13,12,,,,8011,
CZ3A,2001,18,,,VASP,X,,,,,,,,,0,
CZ3A,2001,18,18-1,0.6,LUPE,5,14,10,12-Sep,2,0,,,,440,
CZ3A,2001,18,18-2,1.45,LUPE,15,29,19,15/29,4,3,,,,1731,
CZ3A,2001,18,18-3,2.5,LUPE,2,5,3,2-Feb,1,0,,,,47,
CZ3A,2001,18,18-4,2.95,LUPE,25,35,14,18-Nov,3,1,,,,1539,
CZ3A,2001,18,18-5,4,LUPE,10,10,7,6-Apr,3,0,,,,220,
CZ3A,2001,18,18-6,4.7,LUPE,5,8,6,6-May,1,0,,,,151,
CZ3A,2001,18,18-7,5.5,LUPE,7,9,6,9-Jul,1,0,,,,170,
CZ3A,2001,19,,,VQSP,X,,,,,,,,,0,
CZ3A,2001,19,,,POSI,X,,,,,,,,,0,
CZ3A,2001,19,19-1,0,LUPE,50,70,24,16/31,11,2,,,,5278,
CZ3A,2001,19,19-2,0.5,LUPE,25,25,15,17/22,4,2,,,,1178,
CZ3A,2001,19,19-3,0.9,LUPE,5,8,7,7-Jun,1,0,,,,176,
CZ3A,2001,19,19-4,1.7,LUPE,60,108,60,30/33,40,7,,,,20357,
CZ3A,2001,19,19-5,2.6,LUPE,40,44,35,24/25,16,1,,,,4838,
CZ3A,2001,19,19-6,3.5,LUPE,6,12,10,11-Jun,1,0,,,,377,
CZ3A,2001,19,19-7,3.6,LUPE,20,43,25,27/40,7,1,,,,3377,
CZ3A,2001,19,19-8,3.9,LUPE,15,33,20,21-Dec,8,0,,,,2073,
CZ3A,2001,19,19-9,4.5,LUPE,15,23,17,16/20,2,0,,,,1228,
CZ3A,2001,19,19-10,4.7,LUPE,40,59,56,18/24,36,5,,,,10380,
CZ3A,2001,19,19-11,5.2,LUPE,40,41,30,22/26,14,5,,,,3864,
CZ3A,2001,19,19-12,5.65,LUPE,15,29,21,22/26,14,5,,,,1913,
CZ3A,2001,19,19-13,6.6,LUPE,30,35,30,17/26,8,3,,,,3299,
CZ3A,2001,19,19-14,7.8,LUPE,15,22,19,18-Dec,4,0,,,,1313,
CZ3A,2001,19,19-15,8.05,LUPE,90,116,107,37/40,68,45,,,,38992,
CZ3A,2001,19,19-16,9.9,LUPE,90,100,97,36/43,42,29,,,,30473,
CZ3A,2001,19,19-17,13.4,LUPE,50,82,61,32/42,26,12,,,,15714,
CZ3A,2001,20,,,VASP,X,,,,,,,,,0,
CZ3A,2001,20,20-1,0.65,LUPE,20,85,58,31/37,23,13,,,,15488,
CZ3A,2001,20,20-2,2.3,LUPE,100,108,90,32/34,44,42,,,,30535,
CZ3A,2001,21,,,VASP,X,,,,,,,,,0,
CZ3A,2001,,21-1,5.3,LUPE,8,10,7,14-Dec,1,0,,,,220,
CZ3A,2001,,,,POSI,X,,,,,,,,,0,
CZ4A,2001,0,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,0-1,21.55,APAN,70,75,60,63/63,,,,,,14137,
CZ4A,2001,,0-2,22.2,APAN,30,48,42,54/57,,,,,,6333,
CZ4A,2001,,0-3,22.3,APAN,5,37,30,48/48,,,,,,3487,
CZ4A,2001,,0-4,22.35,APAN,15,27,18,40/44,,,,,,1527,
CZ4A,2001,,0-5,44.4,CEAM,15,28,21,63/63,,,,,,1847,
CZ4A,2001,,0-6,44.6,CEAM,20,36,16,60/70,,,,,,1810,
CZ4A,2001,1,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,1-Jan,43.35,CEAM,15,20,17,31/31,,,,,,1068,
CZ4A,2001,,2-Jan,43.6,CEAM,10,24,20,39/39,,,,,,1508,
CZ4A,2001,,2-Jan,43.8,CEAM,5,19,13,42/50,,,,,,776,
CZ4A,2001,2,,,VASP,X,,,,,,,,,0,
CZ4A,2001,3,,,VASP,X,,,,,,,,,0,
CZ4A,2001,4,,,VASP,X,,,,,,,,,0,
CZ4A,2001,5,1-May,42.05,CEAM,5,14,13,38/38,,,,,,572,
CZ4A,2001,,2-May,42.4,CEAM,10,13,11,42/42,,,,,,449,
CZ4A,2001,,3-May,42.55,CEAM,15,20,11,42/47,,,,,,691,
CZ4A,2001,6,,,VASP,X,,,,,,,,,0,
CZ4A,2001,7,,,VASP,X,,,,,,,,,0,
CZ4A,2001,8,,,VASP,X,,,,,,,,,0,
CZ4A,2001,9,,,VASP,X,,,,,,,,,0,
CZ4A,2001,10,,,POSI,X,,,,,,,,,0,
CZ4A,2001,,1-Oct,2.3,APAN,5,30,22,36/36,,,,,,2073,
CZ4A,2001,11,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,1-Nov,1.5,APAN,15,26,14,37/37,,,,,,1144,
CZ4A,2001,,2-Nov,2.4,APAN,25,38,33,42/42,,,,,,3939,
CZ4A,2001,,3-Nov,5.45,APAN,15,40,26,40/40,,,,,,3267,
CZ4A,2001,,,,POSI,X,,,,,,,,,0,
CZ4A,2001,12,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,1-Dec,3.1,APAN,10,26,14,37/37,,,,,,1144,
CZ4A,2001,,2-Dec,3.95,APAN,20,24,18,34/34,,,,,,1357,
CZ4A,2001,13,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,13-1,16.95,LUPE,20,23,13,20/21,2,0,,,,939,
CZ4A,2001,14,,,VASP,X,,,,,,,,,0,
CZ4A,2001,15,,,VASP,X,,,,,,,,,0,
CZ4A,2001,16,16-1,18.9,LUPE,4,9,5,13/13,1,0,,,,141,
CZ4A,2001,17,,,VASP,X,,,,,,,,,0,
CZ4A,2001,18,,,VASP,X,,,,,,,,,0,
CZ4A,2001,19,,,VASP,X,,,,,,,,,0,
CZ4A,2001,20,,,VASP,X,,,,,,,,,0,
CZ4A,2001,21,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,,,POSI,X,,,,,,,,,0,
CZ4A,2001,22,,,VASP,X,,,,,,,,,0,
CZ4A,2001,23,,,VASP,X,,,,,,,,,0,
CZ4A,2001,24,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,24-1,13,APAN,12,30,20,35/35,,,,,,1885,
CZ4A,2001,,24-2,17.9,APAN,25,30,20,53/53,,,,,,1885,
CZ4A,2001,25,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,25-1,10.4,APAN,5,20,14,28/28,,,,,,880,
CZ4A,2001,,25-2,11.35,APAN,5,42,39,48/48,,,,,,5146,
CZ4A,2001,,25-3,14.7,APAN,10,20,14,37/37,,,,,,880,
CZ4A,2001,,25-4,17.05,APAN,35,57,40,53/53,,,,,,7163,
CZ4A,2001,,25-5,18.3,APAN,15,28,16,55/55,,,,,,1407,
CZ4A,2001,,25-6,19.6,APAN,5,24,20,40/45,,,,,,1508,
CZ4A,2001,,25-7,20.95,APAN,5,50,48,60/60,,,,,,7540,
CZ4A,2001,,25-8,21.8,APAN,5,36,26,47/53,,,,,,2940,
CZ4A,2001,26,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,26-1,12.1,APAN,10,15,13,23/23,,,,,,613,
CZ4A,2001,,26-2,12.2,APAN,5,15,8,18/20,,,,,,377,
CZ4A,2001,,26-3,13.6,APAN,5,22,11,30/34,,,,,,760,
CZ4A,2001,,26-4,13.85,APAN,5,12,9,30/32,,,,,,339,
CZ4A,2001,,26-5,14.7,APAN,10,20,15,26/36,,,,,,942,
CZ4A,2001,,26-6,15.4,APAN,3,17,8,24/26,,,,,,427,
CZ4A,2001,,26-7,16.95,APAN,25,28,19,36/40,,,,,,1671,
CZ4A,2001,,26-8,17.9,APAN,15,25,17,40/43,,,,,,1335,
CZ4A,2001,,26-9,20.2,APAN,15,19,12,33/38,,,,,,716,
CZ4A,2001,,,,,,,,,,,,,,0,
CZ4A,2001,27,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,27-1,12.3,APAN,5,20,20,37/39,,,,,,1257,
CZ4A,2001,,27-2,13.45,APAN,25,35,28,40/44,,,,,,3079,
CZ4A,2001,,27-3,13.8,APAN,20,28,26,40/48,,,,,,2287,
CZ4A,2001,,27-4,14.05,APAN,30,61,39,60/61,,,,,,7474,
CZ4A,2001,,27-5,14.5,APAN,5,25,22,32/40,,,,,,1728,
CZ4A,2001,,27-6,16.6,APAN,5,20,9,22/28,,,,,,565,
CZ4A,2001,,27-7,17.15,APAN,15,20,12,29/32,,,,,,754,
CZ4A,2001,,27-8,17.7,APAN,10,11,7,20/25,,,,,,242,
CZ4A,2001,,27-9,19.05,APAN,5,13,9,25/28,,,,,,368,
CZ4A,2001,,27-10,19.25,APAN,5,25,15,34/40,,,,,,1178,
CZ4A,2001,,27-11,19.5,CEAM,10,20,14,38/44,,,,,,880,
CZ4A,2001,28,,,VASP,X,,,,,,,,,0,
CZ4A,2001,28,28-1,9.75,APAN,15,32,26,47/57,,,,,,2614,
CZ4A,2001,,28-2,10.7,APAN,5,14,12,28/30,,,,,,528,
CZ4A,2001,,28-3,12.6,APAN,5,9,7,17/17,,,,,,198,
CZ4A,2001,,28-4,13.35,APAN,5,23,23,33/34,,,,,,1662,
CZ4A,2001,,28-5,13.6,APAN,5,34,17,34/39,,,,,,1816,
CZ4A,2001,,28-6,14,APAN,20,24,22,34/37,,,,,,1659,
CZ4A,2001,,28-7,15,APAN,5,22,12,30/36,,,,,,829,
CZ4A,2001,,28-8,16.2,APAN,5,34,24,34/37,,,,,,2563,
CZ4A,2001,,28-9,16.3,APAN,10,30,27,40/45,,,,,,2545,
CZ4A,2001,,28-10,17.5,CEAM,10,25,21,30/39,,,,,,1649,
CZ4A,2001,,28-11,22.2,APAN,5,25,10,26/29,,,,,,785,
CZ4A,2001,,28-12,23.6,APAN,5,19,10,24/26,,,,,,597,
CZ4A,2001,,28-13,24.2,APAN,3,28,24,31/37,,,,,,2111,
CZ4A,2001,29,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,29-1,11.45,APAN,4,19,11,22/26,,,,,,657,
CZ4A,2001,,29-2,25.3,APAN,7,17,12,25/31,,,,,,641,
CZ4A,2001,30,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,30-1,16.4,CEAM,10,14,13,37/37,,,,,,572,
CZ4A,2001,,30-2,16.5,CEAM,10,13,10,44/44,,,,,,408,
CZ4A,2001,,30-3,16.7,CEAM,10,15,13,42/42,,,,,,613,
CZ4A,2001,,30-4,19.5,APAN,4,22,8,25/32,,,,,,553,
CZ4A,2001,,30-5,21.55,APAN,5,10,5,25/27,,,,,,157,
CZ4A,2001,,30-6,27.4,APAN,5,20,10,18/25,,,,,,628,
CZ4A,2001,31,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,31-1,13.15,APAN,5,23,15,25/34,,,,,,1084,
CZ4A,2001,32,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,32-1,3.7,APAN,2,34,13,28/40,,,,,,1389,
CZ4A,2001,,32-2,31,APAN,10,32,26,32/40,,,,,,2614,
CZ4A,2001,33,33-1,6.15,APAN,5,24,10,23/40,,,,,,754,
CZ4A,2001,,33-2,6.25,APAN,5,22,10,27/30,,,,,,691,
CZ4A,2001,,33-3,29.4,APAN,10,23,12,32/34,,,,,,867,
CZ4A,2001,34,34-1,27.8,APAN,30,48,39,43/51,,,,,,5881,
CZ4A,2001,35,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,35-1,2.5,APAN,35,24,36,27/37,,,,,,2714,
CZ4A,2001,36,,,VASP,X,,,,,,,,,0,
CZ4A,2001,37,,,VASP,X,,,,,,,,,0,
CZ4A,2001,38,,,VASP,X,,,,,,,,,0,
CZ4A,2001,39,,,VASP,X,,,,,,,,,0,
CZ4A,2001,40,,,VASP,X,,,,,,,,,0,
CZ4A,2001,,,0.34,LUPE,35,45,32,33/47,,,,,,4524,
CZ4A,2001,41,,,VASP,,,,,,,,,,0,
CZ4A,2001,42,,,VASP,,,,,,,,,,0,
CZ4A,2001,43,,,VASP,,,,,,,,,,0,
CZ4A,2001,44,,,VASP,,,,,,,,,,0,
CZ4A,2001,,44-1,27.8,CEAM,5,27,17,29/51,,,,,,1442,
CZ4A,2001,45,,,VASP,,,,,,,,,,0,
CZ4A,2001,46,,,VASP,,,,,,,,,,0,
CZ4A,2001,,,,FRVI,,,,,,,,,,0,
CZ4A,2001,47,,,VASP,,,,,,,,,,0,
CZ4A,2001,48,,,VASP,,,,,,,,,,0,
CZ4A,2001,,,,POSI,,,,,,,,,,0,
CZ4A,2001,49,,,VASP,,,,,,,,,,0,
CZ4A,2001,50,,,VASP,,,,,,,,,,0,
CZ4A,2001,51,,,VASP,,,,,,,,,,0,
CZ4A,2001,52,,,VASP,,,,,,,,,,0,
CZ4A,2001,53,,,VASP,,,,,,,,,,0,
CZ4A,2001,,,,FRVI,,,,,,,,,,0,
CZ4A,2001,,53-1,16.85,LUPE,10,22,14,22/24,,,,,,968,
CZ4A,2001,,53-2,17.5,LUPE,6,11,8,19/22,,,,,,276,
CZ4A,2001,,53-3,17.85,LUPE,11,31,24,27/27,,,,,,2337,
CZ4A,2001,54,,,VASP,,,,,,,,,,0,
CZ4A,2001,55,,,VASP,,,,,,,,,,0,
CZ4A,2001,56,,,VASP,,,,,,,,,,0,
CZ4A,2001,,,,FRVI,,,,,,,,,,0,
CZ4A,2001,57,,,VASP,,,,,,,,,,0,
CZ4A,2001,58,,,VASP,,,,,,,,,,0,
CZ4A,2001,59,,,VASP,,,,,,,,,,0,
CZ4A,2001,60,,,VASP,,,,,,,,,,0,
CZ4A,2001,,60-1,12.7,APAN,20,53,41,36/54,,,,,,6826,
CZ4A,2001,61,,,VASP,,,,,,,,,,0,
CZ4A,2001,,61-1,4.85,APAN,7,40,24,45/52,,,,,,3016,
CZ4A,2001,,61-2,14.7,APAN,41,42,41,50/61,,,,,,5410,
CZ4A,2001,62,,,VASP,,,,,,,,,,0,
CZ4A,2001,,62-1,10.3,APAN,20,36,28,38/50,,,,,,3167,
CZ4A,2001,63,,,VASP,,,,,,,,,,0,
CZ4A,2001,,63-1,13.95,APAN,38,38,33,40/65,,,,,,3939,
CZ4A,2001,64,,,VASP,,,,,,,,,,0,
CZ4A,2001,,64-1,32,CEAM,15,20,3,30/36,,,,,,188,
CZ4A,2001,65,,,VASP,,,,,,,,,,0,
CZ4A,2001,66,,,VASP,,,,,,,,,,0,
CZ4A,2001,67,,,VASP,,,,,,,,,,0,
CZ4A,2001,,67-1,3.35,APAN,8,42,23,30/51,,,,,,3035,
CZ4A,2001,68,,,VASP,,,,,,,,,,0,
CZ4A,2001,69,,,VASP,,,,,,,,,,0,
CZ4A,2001,70,,,VASP,,,,,,,,,,0,
CZ4A,2001,71,,,VASP,,,,,,,,,,0,
CZ4A,2001,72,,,VASP,,,,,,,,,,0,
CZ4A,2001,73,,,VASP,,,,,,,,,,0,
CZ4D,2001,0,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,RUFL,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,POSP,X,,,,,,,,,0,
CZ4D,2001,1,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSP,X,,,,,,,,,0,
CZ4D,2001,,1-Jan,3.5,LUPE,15,39,38,28/31,6,2,,,,4656,
CZ4D,2001,,2-Jan,7.7,LUPE,60,80,58,30/47,14,11,,,,14577,
CZ4D,2001,2,,,TOAD,,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,1-Feb,2.15,LUPE,10,10,6,7-Jul,1,0,,,,188,
CZ4D,2001,,2-Feb,3.1,LUPE,3,6,3,7-May,1,0,,,,57,
CZ4D,2001,,3-Feb,6.9,LUPE,60,92,77,29/43,46,30,,,,22254,
CZ4D,2001,,4-Feb,9.75,LUPE,10,73,15,14/19,3,0,,,,3440,
CZ4D,2001,3,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,1-Mar,2.1,LUPE,20,24,19,16-Oct,3,0,,,,1433,
CZ4D,2001,,2-Mar,3.1,LUPE,3,6,3,7-May,1,0,,,,57,
CZ4D,2001,,3-Mar,3.55,LUPE,20,24,13,11-Oct,2,0,,,,980,
CZ4D,2001,,4-Mar,5.4,LUPE,20,39,21,19/21,8,1,,,,2573,
CZ4D,2001,,5-Mar,6.45,LUPE,5,8,8,7-Jun,1,0,,,,201,
CZ4D,2001,,6-Mar,8.3,LUPE,15,15,9,7-Feb,2,0,,,,424,
CZ4D,2001,,7-Mar,8.9,LUPE,15,16,9,15-Dec,2,0,,,,452,
CZ4D,2001,4,,,VASP,,,,,,,,,,0,
CZ4D,2001,,,,POSI,,,,,,,,,,0,
CZ4D,2001,,1-Apr,1.7,LUPE,13,17,17,16-Dec,1,1,,,,908,
CZ4D,2001,,2-Apr,1.9,LUPE,12,39,19,21/26,5,2,,,,2328,
CZ4D,2001,,3-Apr,3.6,LUPE,10,23,16,18/20,4,1,,,,1156,
CZ4D,2001,,4-Apr,4.25,LUPE,15,15,9,10-Oct,1,0,,,,424,
CZ4D,2001,,5-Apr,4.35,LUPE,12,13,8,14-Jul,1,0,,,,327,
CZ4D,2001,,6-Apr,4.5,LUPE,70,73,70,35/40,58,37,,,,16053,
CZ4D,2001,,7-Apr,5.5,LUPE,35,44,34,20/22,10,0,,,,4700,
CZ4D,2001,,8-Apr,6,LUPE,60,61,43,28/35,22,10,,,,8240,
CZ4D,2001,,9-Apr,6.9,LUPE,10,14,12,22/24,1,0,,,,528,
CZ4D,2001,,10-Apr,7.45,LUPE,20,67,33,26/35,11,7,,,,6946,
CZ4D,2001,,11-Apr,8.7,LUPE,20,27,12,15/19,8,0,,,,1018,
CZ4D,2001,,12-Apr,10.05,LUPE,30,84,65,42/45,26,13,,,,17153,
CZ4D,2001,,13-Apr,10.6,LUPE,30,61,37,30/35,18,1,,,,7090,
CZ4D,2001,4,14-Apr,11.1,LUPE,40,40,40,37/42,5,2,,,,5026,
CZ4D,2001,,15-Apr,12.5,LUPE,45,57,55,31/37,15,9,,,,9849,
CZ4D,2001,5,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,1-May,8.85,LUPE,5,10,7,8-May,1,0,,,,220,
CZ4D,2001,6,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,COUM,X,,,,,,,,,0,
CZ4D,2001,,1-Jun,17.4,LUPE,15,24,20,15/21,2,0,,,,1508,
CZ4D,2001,7,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,1-Jul,39.4,SPAL,40,49,32,50/50,,,,,,4926,
CZ4D,2001,,2-Jul,51.9,SPAL,15,28,18,54/54,,,,,,1583,
CZ4D,2001,8,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,1-Aug,2.15,LUPE,30,77,35,28/36,12,5,,,,8466,
CZ4D,2001,,2-Aug,7.6,LUPE,10,16,9,13-Oct,2,0,,,,452,
CZ4D,2001,,3-Aug,15.85,LUPE,15,18,13,14/17,1,0,,,,735,
CZ4D,2001,,4-Aug,38.55,SPAL,65,89,52,58/62,,,,,,14539,
CZ4D,2001,9,,,PLSI,X,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,1-Sep,3.1,LUPE,30,48,35,13/17,9,0,,,,5278,
CZ4D,2001,,2-Sep,3.4,LUPE,14,17,13,15-Oct,,,,,,694,
CZ4D,2001,,3-Sep,3.75,LUPE,65,97,82,39/42,61,43,,,,24987,
CZ4D,2001,,4-Sep,6.7,LUPE,40,47,40,27/28,8,5,,,,5906,
CZ4D,2001,,5-Sep,7.6,LUPE,5,10,7,10-Oct,1,0,,,,220,
CZ4D,2001,,6-Sep,7.85,LUPE,5,8,6,12-Dec,1,0,,,,151,
CZ4D,2001,,7-Sep,8.75,LUPE,40,44,39,25/29,10,1,,,,5391,
CZ4D,2001,,8-Sep,10.45,LUPE,35,36,21,20/31,5,1,,,,2375,
CZ4D,2001,10,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,COUM,X,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,1-Oct,2.8,LUPE,25,43,29,25/25,8,1,,,,3917,
CZ4D,2001,11,,,PLSI,X,,,,,,,,,0,
CZ4D,2001,,,,COUM,X,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,1-Nov,3.95,LUPE,10,15,10,20/20,2,0,,,,471,
CZ4D,2001,,2-Nov,7.85,LUPE,12,19,17,17/27,2,0,,,,1015,
CZ4D,2001,,3-Nov,8.1,LUPE,15,30,10,20/24,3,0,,,,942,
CZ4D,2001,,4-Nov,8.4,LUPE,15,45,20,27/29,6,0,,,,2827,
CZ4D,2001,,5-Nov,11,LUPE,10,17,13,14/18,1,0,,,,694,
CZ4D,2001,11,6-Nov,16.7,LUPE,20,57,34,31/37,12,6,,,,6088,
CZ4D,2001,,7-Nov,18.1,LUPE,20,20,14,15/15,2,0,,,,880,
CZ4D,2001,12,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,COUM,X,,,,,,,,,0,
CZ4D,2001,,1-Dec,6.4,LUPE,25,45,27,20/25,7,0,,,,3817,
CZ4D,2001,13,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,13-1,4.15,LUPE,30,53,30,29/34,8,8,,,,4995,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,13-2,5.25,LUPE,20,34,17,23/28,4,1,,,,1816,
CZ4D,2001,,13-3,12.7,LUPE,15,17,10,24/26,3,0,,,,534,
CZ4D,2001,14,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,14-1,48.3,SPAL,20,26,21,50/54,,,,,,1715,
CZ4D,2001,15,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,16,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,1-Jun,10.5,LUPE,10,23,14,16/16,3,0,,,,1012,
CZ4D,2001,17,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,17-1,5.8,LUPE,10,15,11,23/27,2,0,,,,518,
CZ4D,2001,,17-2,7.6,LUPE,10,21,18,20/27,2,0,,,,1187,
CZ4D,2001,,17-3,9.1,LUPE,10,22,17,20/23,3,0,,,,1175,
CZ4D,2001,,17-4,9.4,LUPE,5,24,8,20/21,3,0,,,,603,
CZ4D,2001,,17-5,9.8,LUPE,30,32,23,24/35,6,0,,,,2312,
CZ4D,2001,,17-6,10.5,LUPE,10,27,10,14/17,2,0,,,,848,
CZ4D,2001,,17-7,12.05,LUPE,12,21,28,36/32,1,0,,,,1847,
CZ4D,2001,,17-8,14.55,LUPE,10,13,11,13/20,2,0,,,,449,
CZ4D,2001,,17-9,17.55,LUPE,30,38,33,20/32,4,1,,,,3939,
CZ4D,2001,,17-10,18.4,LUPE,30,34,27,33/40,3,2,,,,2884,
CZ4D,2001,18,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,18-1,4,LUPE,10,23,17,17/27,2,1,,,,1228,
CZ4D,2001,,18-2,4.65,LUPE,10,13,10,23/26,1,0,,,,408,
CZ4D,2001,,18-3,15.25,LUPE,15,22,15,33/34,2,1,,,,1037,
CZ4D,2001,,18-4,5.95,LUPE,5,19,12,20/20,2,0,,,,716,
CZ4D,2001,,18-5,9.4,LUPE,15,17,15,30/30,1,1,,,,801,
CZ4D,2001,,18-6,11.6,LUPE,30,31,20,30/32,4,2,,,,1948,
CZ4D,2001,,18-7,12.7,LUPE,15,27,15,20/27,1,0,,,,1272,
CZ4D,2001,18,18-8,13.55,LUPE,25,25,19,20/23,3,0,,,,1492,
CZ4D,2001,19,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,,,COUM,X,,,,,,,,,0,
CZ4D,2001,,19-1,3.7,LUPE,5,24,11,17/30,1,1,,,,829,
CZ4D,2001,,19-2,3.7,LUPE,5,10,5,13-Oct,2,0,,,,157,
CZ4D,2001,,19-3,3.4,LUPE,10,10,10,16/18,3,0,,,,314,
CZ4D,2001,,19-4,13.25,LUPE,10,17,11,21/24,3,0,,,,587,
CZ4D,2001,,19-5,5.6,LUPE,25,27,15,27/37,3,0,,,,1272,
CZ4D,2001,,19-6,7,LUPE,10,15,14,23/25,1,0,,,,660,
CZ4D,2001,,19-7,7.55,LUPE,5,6,5,17/20,1,0,,,,94,
CZ4D,2001,,19-8,7.95,LUPE,15,22,13,33/37,3,1,,,,898,
CZ4D,2001,,19-9,10.65,LUPE,5,8,6,24/26,1,0,,,,151,
CZ4D,2001,,19-10,11.1,LUPE,15,22,13,32/32,2,1,,,,898,
CZ4D,2001,,19-11,11.85,LUPE,7,13,9,13-Dec,1,0,,,,368,
CZ4D,2001,,19-12,12.25,LUPE,25,32,22,25/29,4,2,,,,2212,
CZ4D,2001,,19-13,12.65,LUPE,15,18,14,17/20,2,1,,,,792,
CZ4D,2001,19,19-14,19.5,LUPE,60,92,70,45/52,30,19,,,,20231,
CZ4D,2001,20,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,20-1,3.6,LUPE,25,48,31,28/34,5,0,,,,4675,
CZ4D,2001,,20-2,3.85,LUPE,5,13,10,25/28,1,0,,,,408,
CZ4D,2001,,20-3,4.1,LUPE,15,44,15,35/35,8,4,,,,2073,
CZ4D,2001,,20-4,4.8,LUPE,15,36,26,22/31,5,0,,,,2940,
CZ4D,2001,,20-5,4.95,LUPE,10,15,15,25/26,1,0,,,,707,
CZ4D,2001,,20-6,5.3,LUPE,10,16,11,20/22,2,0,,,,553,
CZ4D,2001,,20-7,5.4,LUPE,25,30,20,32/32,3,1,,,,1885,
CZ4D,2001,,20-8,7.2,LUPE,20,29,19,30/35,4,1,,,,1731,
CZ4D,2001,,20-9,7.7,LUPE,5,9,4,24/26,1,1,,,,113,
CZ4D,2001,,20-10,8.2,LUPE,10,17,13,26/28,1,1,,,,694,
CZ4D,2001,,20-11,9.75,LUPE,10,15,7,20/23,1,0,,,,330,
CZ4D,2001,,20-12,11.5,LUPE,15,17,15,30/32,1,0,,,,801,
CZ4D,2001,,20-13,13.25,LUPE,25,26,25,29/35,3,0,,,,2042,
CZ4D,2001,,20-14,15.6,LUPE,30,63,37,29/33,8,1,,,,7323,
CZ4D,2001,,20-15,21.9,LUPE,15,19,17,20/22,2,0,,,,1015,
CZ4D,2001,20,20-16,24.1,LUPE,25,35,23,30/33,4,1,,,,2529,
CZ4D,2001,21,,,VASP,X,,,,,,,,,0,
CZ4D,2001,,,,POSI,X,,,,,,,,,0,
CZ4D,2001,,21-1,0.7,LUPE,35,42,39,19/23,9,3,,,,5146,
CZ4D,2001,,21-2,4.3,LUPE,10,12,8,Jan-00,1,0,,,,302,
CZ4D,2001,21,21-3,5.35,LUPE,7,15,11,13/15,1,0,,,,518,
